,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type,Tournament
502,PUTT,Timothy Francis,8:58,8,58,0,1,0,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,AUS,ESP,0,Player,OLY2020
503,HOWDEN,Rhys,17:51,17,51,,,,,,,,,,,,,,,,,,,,,2,,0,4,2,1,,,,,,3,AUS,ESP,0,Player,OLY2020
504,EDWARDS,Blake,22:25,22,25,2,6,1,3,0,1,0,1,1,1,,,,,,,,,,1,1,,,,,,,,,,,0,AUS,ESP,0,Player,OLY2020
505,,,,,,5,28,1,17,0,1,0,1,4,8,,,,,,,0,1,4,2,8,,0,4,9,1,,1,,,3,14,AUS,ESP,0,Team,OLY2020
506,LOPEZ PINEDO,Daniel,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ESP,AUS,1,Player,OLY2020
507,MUNARRIZ EGANA,Alberto,22:49,22,49,2,3,2,3,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,0,ESP,AUS,1,Player,OLY2020
508,GRANADOS ORTEGA,Alvaro,22:09,22,9,4,7,1,3,,,,,1,2,,,,,2,2,,,,1,1,,,,,,,,,,,0,ESP,AUS,1,Player,OLY2020
509,SANAHUJA,Bernat,20:21,20,21,0,5,0,5,,,,,,,,,,,,,,,,2,,,1,1,1,,,,,,,1,ESP,AUS,1,Player,OLY2020
510,de TORO DOMINGUEZ,Miguel,13:58,13,58,1,1,,,,,,,1,1,,,,,,,,,1,,,1,,,,1,,,,,,1,ESP,AUS,1,Player,OLY2020
511,LARUMBE GONFAUS,Marc,19:48,19,48,0,2,0,2,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,2,ESP,AUS,1,Player,OLY2020
512,FAMERA,Martin,15:08,15,8,2,2,2,2,,,,,,,,,,,,,,,,,,,3,3,1,,,,,,,1,ESP,AUS,1,Player,OLY2020
513,FERNANDEZ MIRANDA,Francisco,22:20,22,20,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,ESP,AUS,1,Player,OLY2020
514,TAHULL COMPTE,Roger,12:25,12,25,2,3,,,1,1,,,1,2,,,,,,,,,,,1,,,,1,,,,,,,1,ESP,AUS,1,Player,OLY2020
515,PERRONE ROCHA,Felipe,16:40,16,40,3,4,0,1,,,,,1,1,,,,,1,1,1,1,,1,1,,,,,,,,,,,0,ESP,AUS,1,Player,OLY2020
516,MALLARACH GUELL,Blai,14:11,14,11,2,2,,,,,,,2,2,,,,,,,,,1,,,1,,,,,,,,,,0,ESP,AUS,1,Player,OLY2020
517,BUSTOS SANCHEZ,Ale andro,12:11,12,11,0,1,,,,,,,0,1,,,,,,,,,1,,,,,,2,,,,,,,2,ESP,AUS,1,Player,OLY2020
518,,,,,,16,30,5,16,1,1,,,6,9,,,,,3,3,1,1,5,6,6,2,4,4,7,1,,,,,,8,ESP,AUS,1,Team,OLY2020
519,BIJAC,Marko,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,CRO,SRB,1,Player,OLY2020
520,MACAN,Marko,6:54,6,54,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,3,CRO,SRB,1,Player,OLY2020
521,FATOVIC,Loren,23:24,23,24,0,2,,,,,,,0,2,,,,,,,,,,1,2,,,,,1,,,1,,,2,CRO,SRB,1,Player,OLY2020
522,LONCAR,Luka,13:28,13,28,1,2,,,0,1,,,,,,,,,,,1,1,2,,,,,,,,,,,,,0,CRO,SRB,1,Player,OLY2020
523,JOKOVIC,Maro,23:51,23,51,4,9,1,5,,,,,2,3,,,,,,,1,1,,,,,,,2,,,,1,,,3,CRO,SRB,1,Player,OLY2020
524,BUKIC,Luka,26:18:00,26,18,3,4,1,1,,,,,2,3,,,,,,,,,,1,,2,2,3,2,,,,,,,2,CRO,SRB,1,Player,OLY2020
525,VUKICEVIC,Ante,16:13,16,13,1,1,,,,,,,1,1,,,,,,,,,,,,,,,1,1,1,,,,,3,CRO,SRB,1,Player,OLY2020
526,BUSLJE,Andro,15:32,15,32,1,3,1,3,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,CRO,SRB,1,Player,OLY2020
527,MILOS,Lovre,18:57,18,57,0,2,0,2,,,,,,,,,,,,,,,,,1,,0,1,,,,,,,,0,CRO,SRB,1,Player,OLY2020
528,VRLIC,Josip,16:29,16,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,CRO,SRB,1,Player,OLY2020
529,OBRADOVIC,Paulo,11:19,11,19,4,4,3,3,,,,,1,1,,,,,,,,,,,,,,,2,,,,,,,2,CRO,SRB,1,Player,OLY2020
530,GARCIA GADEA,Javier,19:35,19,35,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,CRO,SRB,1,Player,OLY2020
531,,,,,,14,29,6,16,0,1,,,6,10,,,,,,,2,2,2,4,3,3,2,4,11,3,1,,3,,1,19,CRO,SRB,1,Team,OLY2020
532,PIJETLOVIC,Go ko,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SRB,CRO,0,Player,OLY2020
533,MANDIC,Dusan,26:10:00,26,10,1,6,1,3,0,1,,,0,2,,,,,,,,,,2,1,,,,,1,,,,,,1,SRB,CRO,0,Player,OLY2020
534,DEDOVIC,Nikola,16:44,16,44,0,2,0,2,,,,,,,,,,,,,,,1,1,,,1,1,1,,,1,,,,2,SRB,CRO,0,Player,OLY2020
535,RANDELOVIC,Sava,6:56,6,56,1,1,,,,,,,1,1,,,,,,,,,,,,,,,2,,,,,,,2,SRB,CRO,0,Player,OLY2020
536,LAZIC,Dorde,11:47,11,47,0,1,,,,,,,0,1,,,,,,,,,,,,1,,,,,,,,,,0,SRB,CRO,0,Player,OLY2020
537,PIJETLOVIC,Dusko,14:10,14,10,1,3,,,0,1,,,1,2,,,,,,,,,2,,,1,,,,,,,,,,0,SRB,CRO,0,Player,OLY2020
538,RASOVIC,Strahin a,26:59:00,26,59,2,5,0,2,,,,,2,3,,,,,,,,,,,1,,1,3,1,,,,,,,1,SRB,CRO,0,Player,OLY2020
539,ALEKSIC,Milan,9:54,9,54,0,2,0,1,,,,,0,1,,,,,,,,,,,,,,,1,,,1,,,,2,SRB,CRO,0,Player,OLY2020
540,JAKSIC,Nikola,18:10,18,10,3,5,0,1,,,,,3,4,,,,,,,,,1,,1,1,,,2,,,,,,,2,SRB,CRO,0,Player,OLY2020
541,FILIPOVIC,Filip,24:09:00,24,9,2,4,1,1,,,1,1,0,2,,,,,,,,,,1,3,,,,,,,,,,,0,SRB,CRO,0,Player,OLY2020
542,PRLAINOVIC,Andri a,26:31:00,26,31,1,3,0,1,,,,,0,1,,,,,1,1,,,,,1,,,,1,,,,,,,1,SRB,CRO,0,Player,OLY2020
543,MITROVIC,Stefan,10:30,10,30,1,2,,,,,,,1,2,,,,,,,,,,,,,,,1,2,,,,,,3,SRB,CRO,0,Player,OLY2020
544,,,,,,12,34,2,11,0,2,1,1,8,19,,,,,1,1,,,4,4,7,3,2,4,9,3,,2,,,,14,SRB,CRO,0,Team,OLY2020
545,Del LUNGO,Marco,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,ITA,JPN,1,Player,OLY2020
546,Di FULVIO,Francesco,16:59,16,59,1,4,1,2,,,0,1,,,0,1,,,,,,,2,1,,,2,2,,1,,,,,,1,ITA,JPN,1,Player,OLY2020
547,LUONGO,Stefano,15:51,15,51,1,3,0,1,0,1,,,1,1,,,,,,,,,,,,,1,1,,,,,1,,1,2,ITA,JPN,1,Player,OLY2020
548,FIGLIOLI,Pietro,13:00,13,0,3,3,1,1,,,,,1,1,,,,,1,1,,,,1,,,1,1,,,,,,,,0,ITA,JPN,1,Player,OLY2020
549,PRESCIUTTI,Nicholas,17:28,17,28,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,2,3,ITA,JPN,1,Player,OLY2020
550,VELOTTO,Alessandro,24:55:00,24,55,1,1,,,,,,,1,1,,,,,,,,,,4,,1,,,,1,,,,,,1,ITA,JPN,1,Player,OLY2020
551,RENZUTO IODICE,Vincenzo,24:08:00,24,8,1,2,,,,,,,0,1,,,,,1,1,,,1,1,2,,,,2,,,,,,,2,ITA,JPN,1,Player,OLY2020
552,ECHENIQUE,Gonzalo,15:44,15,44,1,1,,,,,,,,,,,,,,,1,1,,1,1,2,,,,,1,,,,,1,ITA,JPN,1,Player,OLY2020
553,FIGARI,Niccolo,11:40,11,40,2,4,0,1,,,1,1,1,2,,,,,,,,,,1,,,,,1,,,,1,,,2,ITA,JPN,1,Player,OLY2020
554,BODEGAS,Michael Alexandre,16:09,16,9,3,4,1,1,0,1,,,2,2,,,,,,,,,2,,1,,,,,1,,,,,,1,ITA,JPN,1,Player,OLY2020
555,AICARDI,Matteo,13:24,13,24,2,2,,,1,1,,,1,1,,,,,,,,,1,,1,1,,,,,,1,,,,1,ITA,JPN,1,Player,OLY2020
556,DOLCE,Vincenzo,22:42,22,42,1,2,0,1,,,,,,,,,,,1,1,,,,1,,,,,1,,,,,,,1,ITA,JPN,1,Player,OLY2020
557,,,,,,16,26,3,7,1,3,1,2,7,9,0,1,,,3,3,1,1,6,12,7,4,4,4,5,3,1,1,2,,3,15,ITA,JPN,1,Team,OLY2020
558,TANAMURA,Katsuyuki,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,0,JPN,ITA,0,Player,OLY2020
559,ADACHI,Seiya,23:03,23,3,1,4,,,,,,,1,2,0,1,,,,,0,1,,1,1,,0,1,,1,,,,,,1,JPN,ITA,0,Player,OLY2020
560,KOPPU,Harukiirario,21:29,21,29,0,1,,,,,,,,,0,1,,,,,,,1,2,,,,,,,,,,,1,1,JPN,ITA,0,Player,OLY2020
561,SHIGA,Mitsuaki,20:36,20,36,1,5,0,2,,,,,0,1,,,,,,,1,2,,4,,,,,,,,,,,1,1,JPN,ITA,0,Player,OLY2020
562,YOSHIDA,Takuma,16:54,16,54,0,2,,,,,,,0,2,,,,,,,,,,,,,0,1,,,1,,,,,1,JPN,ITA,0,Player,OLY2020
563,SUZUKI,Toi,13:45,13,45,1,2,,,,,1,1,,,0,1,,,,,,,1,1,,,0,1,,,,,,,,0,JPN,ITA,0,Player,OLY2020
564,SHIMIZU,Yusuke,12:13,12,13,0,3,,,0,2,,,0,1,,,,,,,,,,,,,,,,1,,,,,,1,JPN,ITA,0,Player,OLY2020
565,TAKATA,Mitsuru,11:14,11,14,1,2,,,,,,,1,1,,,,,,,0,1,1,,,,,,,2,,,,,,2,JPN,ITA,0,Player,OLY2020
566,ARAI,Atsushi,19:45,19,45,1,2,,,,,,,1,1,,,,,0,1,,,,1,,,0,1,1,2,,,,,,3,JPN,ITA,0,Player,OLY2020
567,INABA,Yusuke,25:37:00,25,37,3,8,0,2,,,,,1,2,0,2,,,2,2,,,,1,1,1,,,,1,,,,,,1,JPN,ITA,0,Player,OLY2020
568,OKAWA,Keigo,20:31,20,31,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,JPN,ITA,0,Player,OLY2020
569,ARAKI,Kenta,6:53,6,53,0,1,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,JPN,ITA,0,Player,OLY2020
570,,,,,,8,32,0,6,0,3,1,1,4,10,0,5,,,2,3,1,4,3,16,2,1,0,4,1,7,1,,,,3,12,JPN,ITA,0,Team,OLY2020
571,CARD,Devon,14:48,14,48,1,1,,,1,1,,,,,,,,,,,,,2,,,1,,,,,,,,,,0,RSA,GRE,0,Player,OLY2020
572,REZELMAN,Timothy,15:32,15,32,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,RSA,GRE,0,Player,OLY2020
573,BADENHORST,Nardus,16:15,16,15,1,3,0,1,,,,,1,2,,,,,,,,,,,,,,,1,,,,,,,1,RSA,GRE,0,Player,OLY2020
574,LAURENSON,Cameron Bain,13:07,13,7,0,1,,,,,,,0,1,,,,,,,,,,,,,,,1,,,,,,,1,RSA,GRE,0,Player,OLY2020
575,STONE,Ross,23:14,23,14,2,6,1,3,,,,,1,3,,,,,,,,,,,1,1,0,1,,,,1,,,,1,RSA,GRE,0,Player,OLY2020
576,EVEZARD,Jason,24:22:00,24,22,1,6,1,3,0,1,,,0,1,,,0,1,,,,,1,,1,1,1,1,2,,,,,,,2,RSA,GRE,0,Player,OLY2020
577,RODDA,Nicholas,24:16:00,24,16,0,1,,,,,,,0,1,,,,,,,,,,,1,,1,2,,,,,,,1,1,RSA,GRE,0,Player,OLY2020
578,MARGRO,Yaseen,19:08,19,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,RSA,GRE,0,Player,OLY2020
579,MAYMAN,Mogamad Farouk,8:15,8,15,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,RSA,GRE,0,Player,OLY2020
580,NEILL,Liam,15:37,15,37,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,RSA,GRE,0,Player,OLY2020
581,STEWART,Donn,17:26,17,26,0,4,0,4,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,RSA,GRE,0,Player,OLY2020
582,MAY,Gareth,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RSA,GRE,0,Player,OLY2020
583,,,,,,5,22,2,11,1,2,,,2,8,,,0,1,,,,,8,,4,3,2,4,7,,,1,,,1,9,RSA,GRE,0,Team,OLY2020
584,GENIDOUNIAS,Konstantinos,13:43,13,43,1,3,1,2,,,,,,,,,,,,,0,1,1,,,,1,2,,1,,,,,,1,GRE,RSA,1,Player,OLY2020
585,SKOUMPAKIS,Dimitrios,16:13,16,13,3,3,3,3,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,2,GRE,RSA,1,Player,OLY2020
586,KAPOTSIS,Marios,20:44,20,44,3,4,1,1,,,,,1,1,,,,,,,1,2,,1,1,1,,,1,,,,,,,1,GRE,RSA,1,Player,OLY2020
587,FOUNTOULIS,Ioannis,16:30,16,30,5,6,2,3,,,,,1,1,,,,,,,2,2,,1,1,,,,1,,,,,,,1,GRE,RSA,1,Player,OLY2020
588,PAPANASTASIOU,Alexandros,20:49,20,49,3,6,2,2,,,0,1,0,1,,,,,,,1,2,,1,,,1,1,,,,,,,,0,GRE,RSA,1,Player,OLY2020
589,DERVISIS,Georgios,16:48,16,48,2,2,,,,,,,1,1,,,,,,,1,1,,1,1,1,,,,1,,,,,,1,GRE,RSA,1,Player,OLY2020
590,ARGYROPOULOS KANAKAKIS,Stylianos,18:08,18,8,4,6,1,3,,,,,2,2,,,,,,,1,1,,2,1,,,,1,,,,,,,1,GRE,RSA,1,Player,OLY2020
591,MOURIKIS,Konstantinos,13:39,13,39,1,2,,,0,1,,,,,,,,,,,1,1,2,,,,,,,,,,,,,0,GRE,RSA,1,Player,OLY2020
592,KOLOMVOS,Christodoulos,15:40,15,40,1,2,,,0,1,,,1,1,,,,,,,,,1,,,1,,,,,,,,,,0,GRE,RSA,1,Player,OLY2020
593,GKIOUVETSIS,Konstantinos,20:49,20,49,3,6,0,2,0,1,,,1,1,1,1,,,1,1,,,,2,,,0,1,,1,,,,,,1,GRE,RSA,1,Player,OLY2020
594,VLACHOPOULOS,Angelos,18:57,18,57,2,2,2,2,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,0,GRE,RSA,1,Player,OLY2020
595,GALANIDIS,Konstantinos,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,GRE,RSA,1,Player,OLY2020
596,,,,,,28,42,12,18,0,3,0,1,7,8,1,1,,,1,1,7,10,4,14,4,4,2,4,5,3,,,,,,8,GRE,RSA,1,Team,OLY2020
597,WOLF,Alex,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,USA,HUN,0,Player,OLY2020
598,HOOPER,Johnny,15:25,15,25,1,3,0,1,,,,,1,2,,,,,,,,,,,,,2,3,,,,,,,,0,USA,HUN,0,Player,OLY2020
599,VAVIC,Marko,19:05,19,5,0,1,,,,,,,0,1,,,,,,,,,,1,,1,,,1,,,,,,,1,USA,HUN,0,Player,OLY2020
600,OBERT,Alex,16:08,16,8,1,2,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,0,USA,HUN,0,Player,OLY2020
601,DAUBE,Hannes,21:24,21,24,1,5,0,1,,,,,1,4,,,,,,,,,1,,,,,,2,,,,1,,,3,USA,HUN,0,Player,OLY2020
602,CUPIDO,Luca,24:31:00,24,31,1,7,0,4,,,,,1,3,,,,,,,,,,,,1,,,1,,,,,,,1,USA,HUN,0,Player,OLY2020
603,HALLOCK,Ben,17:55,17,55,2,5,,,1,3,,,1,1,0,1,,,,,,,2,1,,,,,,,,,,,,0,USA,HUN,0,Player,OLY2020
604,WOODHEAD,Dylan,6:53,6,53,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,USA,HUN,0,Player,OLY2020
605,BOWEN,Alex,24:26:00,24,26,2,3,1,1,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,0,USA,HUN,0,Player,OLY2020
606,STEVENSON,Ben,15:24,15,24,0,3,,,,,,,0,3,,,,,,,,,,1,,1,,,1,,,,,,,1,USA,HUN,0,Player,OLY2020
607,SMITH,Jesse,6:55,6,55,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,2,USA,HUN,0,Player,OLY2020
608,IRVING,Max,23:54,23,54,0,2,0,1,,,,,0,1,,,,,,,,,,1,1,,0,1,,,,,,,1,1,USA,HUN,0,Player,OLY2020
609,,,,,,8,31,1,8,2,5,,,5,16,0,2,,,,,,,4,6,1,5,2,4,7,,,1,1,,1,10,USA,HUN,0,Team,OLY2020
610,NAGY,Viktor,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,HUN,USA,1,Player,OLY2020
611,ANGYAL,Daniel,14:17,14,17,0,1,,,,,,,0,1,,,,,,,,,,1,,,,,1,,,,,,,1,HUN,USA,1,Player,OLY2020
612,MANHERCZ,Krisztian,24:12:00,24,12,3,5,1,1,,,,,1,3,1,1,,,,,,,,1,2,2,1,2,,,,,,,,0,HUN,USA,1,Player,OLY2020
613,ZALANKI,Gergo,22:56,22,56,0,7,0,5,,,,,0,1,0,1,,,,,,,,1,,1,,,1,1,,,,,,2,HUN,USA,1,Player,OLY2020
614,VAMOS,Marton,19:43,19,43,2,2,1,1,,,,,1,1,,,,,,,,,,1,,1,,,,1,,,1,,,2,HUN,USA,1,Player,OLY2020
615,HOSNYANSZKY,Norbert,14:22,14,22,1,4,0,2,,,,,1,2,,,,,,,,,,,1,,,,2,,,,,,,2,HUN,USA,1,Player,OLY2020
616,PASZTOR,Matyas,15:56,15,56,1,2,,,,,,,1,2,,,,,,,,,2,,1,,,,1,,,,,,,1,HUN,USA,1,Player,OLY2020
617,JANSIK,Szilard,11:51,11,51,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,HUN,USA,1,Player,OLY2020
618,ERDELYI,Balazs,12:26,12,26,0,2,,,,,,,0,2,,,,,,,,,,,,,1,2,1,2,,,,,,3,HUN,USA,1,Player,OLY2020
619,VARGA,Denes,29:33:00,29,33,2,5,1,4,,,,,,,,,,,1,1,,,,1,2,1,,,1,,,,,,,1,HUN,USA,1,Player,OLY2020
620,MEZEI,Tamas,13:28,13,28,1,2,,,1,1,,,0,1,,,,,,,,,2,,2,,,,,1,,,,,,1,HUN,USA,1,Player,OLY2020
621,HARAI,Balazs,13:16,13,16,1,1,,,1,1,,,,,,,,,,,,,3,,,1,,,,,,,1,,,1,HUN,USA,1,Player,OLY2020
622,,,,,,11,31,3,13,2,2,,,4,13,1,2,,,1,1,,,8,5,8,6,2,4,8,6,,,2,,,16,HUN,USA,1,Team,OLY2020
623,TANAMURA,Katsuyuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,JPN,RSA,1,Player,OLY2020
624,ADACHI,Seiya,19:05,19,5,4,8,0,2,,,,,2,3,,,,,1,2,1,1,,,,,2,2,,1,,,1,,,2,JPN,RSA,1,Player,OLY2020
625,KOPPU,Harukiirario,19:04,19,4,0,1,0,1,,,,,,,,,,,,,,,1,2,,,,,1,,,,,,,1,JPN,RSA,1,Player,OLY2020
626,SHIGA,Mitsuaki,23:48,23,48,2,2,1,1,,,1,1,,,,,,,,,,,,2,,,,,1,,,,,,,1,JPN,RSA,1,Player,OLY2020
627,YOSHIDA,Takuma,17:35,17,35,0,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,1,1,JPN,RSA,1,Player,OLY2020
628,SHIMIZU,Yusuke,13:54,13,54,3,7,,,2,4,,,0,2,,,,,,,1,1,,,,,,,,,,,,,,0,JPN,RSA,1,Player,OLY2020
629,TAKATA,Mitsuru,15:32,15,32,2,3,0,1,,,,,,,,,,,,,2,2,,1,1,,,,1,1,,,,,,2,JPN,RSA,1,Player,OLY2020
630,ARAI,Atsushi,26:07:00,26,7,4,6,1,1,,,,,3,4,0,1,,,,,,,,,2,1,1,2,,1,,,,,,1,JPN,RSA,1,Player,OLY2020
631,INABA,Yusuke,23:15,23,15,3,9,2,4,,,,,0,3,,,,,1,1,0,1,,4,1,,,,,,,,,,,0,JPN,RSA,1,Player,OLY2020
632,OKAWA,Keigo,22:45,22,45,3,3,,,,,,,,,,,,,,,3,3,,1,1,,,,1,,,,,,,1,JPN,RSA,1,Player,OLY2020
633,ARAKI,Kenta,10:55,10,55,3,3,,,2,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,JPN,RSA,1,Player,OLY2020
634,FUKUSHIMA,Tomoyoshi,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,1,2,JPN,RSA,1,Player,OLY2020
635,,,,,,24,43,4,10,4,6,1,1,6,14,0,1,,,2,3,7,8,1,14,5,1,3,4,5,3,,,1,,2,11,JPN,RSA,1,Team,OLY2020
636,MADI,Lwazi,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,RSA,JPN,0,Player,OLY2020
637,CARD,Devon,19:24,19,24,1,3,,,0,2,,,1,1,,,,,,,,,2,,,2,,,,,,,,,,0,RSA,JPN,0,Player,OLY2020
638,REZELMAN,Timothy,8:47,8,47,0,1,,,,,,,0,1,,,,,,,,,1,,,,,,,,,,2,,1,3,RSA,JPN,0,Player,OLY2020
639,BADENHORST,Nardus,19:36,19,36,2,6,1,3,,,,,1,1,0,1,,,0,1,,,,,,,,,,,,,1,,,1,RSA,JPN,0,Player,OLY2020
640,LAURENSON,Cameron Bain,7:35,7,35,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,RSA,JPN,0,Player,OLY2020
641,STONE,Ross,15:19,15,19,1,1,,,,,,,1,1,,,,,,,,,,1,,1,,,1,1,,1,,,,3,RSA,JPN,0,Player,OLY2020
642,EVEZARD,Jason,18:59,18,59,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,,,,,1,3,RSA,JPN,0,Player,OLY2020
643,RODDA,Nicholas,21:16,21,16,0,2,0,1,,,,,,,0,1,,,,,,,,,,,1,1,,,,,,,,0,RSA,JPN,0,Player,OLY2020
644,MARGRO,Yaseen,22:45,22,45,,,,,,,,,,,,,,,,,,,,1,,1,0,1,,,1,,,,,1,RSA,JPN,0,Player,OLY2020
645,MAYMAN,Mogamad Farouk,14:40,14,40,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,RSA,JPN,0,Player,OLY2020
646,NEILL,Liam,21:37,21,37,4,5,1,2,2,2,,,1,1,,,,,,,,,1,,1,,,,1,,1,,,,,2,RSA,JPN,0,Player,OLY2020
647,STEWART,Donn,22:02,22,2,1,5,0,2,,,,,1,2,,,,,0,1,,,1,2,1,,,,,,,,,,1,1,RSA,JPN,0,Player,OLY2020
648,,,,,,9,23,2,8,2,4,,,5,7,0,2,,,0,2,,,9,7,2,4,1,4,5,2,2,1,3,,3,16,RSA,JPN,0,Team,OLY2020
649,NAGY,Viktor,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,HUN,ITA,0,Player,OLY2020
650,ANGYAL,Daniel,14:31,14,31,1,2,,,,,,,1,2,,,,,,,,,1,,2,1,,,1,,1,,,,,2,HUN,ITA,0,Player,OLY2020
651,MANHERCZ,Krisztian,25:43:00,25,43,0,7,0,4,,,,,0,2,,,,,,,0,1,,,1,1,0,1,,,,,,,,0,HUN,ITA,0,Player,OLY2020
652,ZALANKI,Gergo,24:10:00,24,10,0,3,0,1,,,,,0,2,,,,,,,,,,,,2,0,1,,,,,,,,0,HUN,ITA,0,Player,OLY2020
653,VAMOS,Marton,25:45:00,25,45,0,1,,,,,,,0,1,,,,,,,,,,1,1,1,,,,,,,,,1,1,HUN,ITA,0,Player,OLY2020
654,HOSNYANSZKY,Norbert,6:49,6,49,0,1,,,,,,,0,1,,,,,,,,,,,,1,,,1,1,,,,,,2,HUN,ITA,0,Player,OLY2020
655,PASZTOR,Matyas,13:30,13,30,0,1,,,,,,,0,1,,,,,,,,,,,1,,,,,,,,1,,,1,HUN,ITA,0,Player,OLY2020
656,JANSIK,Szilard,13:16,13,16,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,2,HUN,ITA,0,Player,OLY2020
657,ERDELYI,Balazs,14:26,14,26,0,1,,,,,,,0,1,,,,,,,,,,,,,0,1,1,,,,,,,1,HUN,ITA,0,Player,OLY2020
658,VARGA,Denes,26:11:00,26,11,3,3,1,1,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,0,HUN,ITA,0,Player,OLY2020
659,MEZEI,Tamas,13:55,13,55,,,,,,,,,,,,,,,,,,,2,1,2,,,,,1,,,1,,,2,HUN,ITA,0,Player,OLY2020
660,HARAI,Balazs,13:44,13,44,0,1,,,0,1,,,,,,,,,,,,,2,,,1,,,1,1,,,1,,,3,HUN,ITA,0,Player,OLY2020
661,,,,,,5,21,2,7,0,1,,,2,11,,,,,,,1,2,6,2,7,7,1,4,5,4,1,,3,,1,14,HUN,ITA,0,Team,OLY2020
662,Del LUNGO,Marco,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ITA,HUN,1,Player,OLY2020
663,Di FULVIO,Francesco,25:23:00,25,23,1,9,0,5,,,,,1,4,,,,,,,,,1,,,1,2,2,,,,,,,,0,ITA,HUN,1,Player,OLY2020
664,LUONGO,Stefano,25:36:00,25,36,0,4,0,2,,,,,0,1,0,1,,,,,,,,,,,0,1,,,,,,,,0,ITA,HUN,1,Player,OLY2020
665,FIGLIOLI,Pietro,19:35,19,35,2,6,1,3,,,,,0,2,,,,,1,1,,,,1,2,1,1,1,,1,,,,,,1,ITA,HUN,1,Player,OLY2020
666,PRESCIUTTI,Nicholas,22:26,22,26,0,3,0,2,,,,,0,1,,,,,,,,,,3,1,,,,2,,,,,,,2,ITA,HUN,1,Player,OLY2020
667,VELOTTO,Alessandro,8:43,8,43,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,ITA,HUN,1,Player,OLY2020
668,RENZUTO IODICE,Vincenzo,14:20,14,20,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,1,ITA,HUN,1,Player,OLY2020
